age,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,gender_Female,gender_Male,gender_Other,learning_disabilities,peer_influence,tutoring_sessions,exam_anxiety_score,motivation_score
20,4.142857142857143,2.5,1.8,0.0,0.78,7.0,1.0,4.0,1,1.0,5.0,1.0,72.0,0.0,1.0,0.0,0.0,1.0,0.625,0.3098630992604386,0.6910093944051022
20,3.5714285714285716,2.5,1.8,0.0,0.94,6.0,1.0,3.0,0,1.0,5.0,1.0,69.0,1.0,0.0,0.0,0.0,0.0,0.125,0.3098630992604386,0.6910093944051022
20,3.142857142857143,2.5,1.8,0.0,0.91,8.0,1.0,3.0,0,1.0,5.0,1.0,68.0,0.0,1.0,0.0,1.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,3.2857142857142856,2.5,1.8,0.0,0.72,7.0,1.0,3.0,0,1.0,5.0,1.0,66.0,0.0,1.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,3.2857142857142856,2.5,1.8,0.0,0.87,8.0,1.0,2.0,3,1.0,5.0,0.0,71.0,0.0,1.0,0.0,0.0,0.5,0.25,0.3098630992604386,0.6910093944051022
20,0.7142857142857143,2.5,1.8,0.0,0.83,7.0,1.0,4.0,0,1.0,5.0,1.0,61.0,0.0,1.0,0.0,0.0,0.0,0.25,0.3098630992604386,0.6910093944051022
20,2.5714285714285716,2.5,1.8,0.0,0.66,6.0,1.0,3.0,1,1.0,5.0,1.0,63.0,1.0,0.0,0.0,1.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,3.0,2.5,1.8,0.0,0.72,9.0,1.0,3.0,0,1.0,5.0,1.0,66.0,1.0,0.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,1.8571428571428572,2.5,1.8,0.0,0.96,8.0,1.0,2.0,3,1.0,5.0,0.0,69.0,0.0,1.0,0.0,0.0,0.5,0.0,0.3098630992604386,0.6910093944051022
20,3.142857142857143,2.5,1.8,0.0,0.88,10.0,1.0,2.0,0,1.0,5.0,1.0,71.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3098630992604386,0.6910093944051022
20,2.7142857142857144,2.5,1.8,0.0,0.99,8.0,1.0,4.0,0,1.0,5.0,1.0,73.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3098630992604386,0.6910093944051022
20,4.428571428571429,2.5,1.8,0.0,0.91,8.0,1.0,2.0,0,1.0,5.0,1.0,72.0,0.0,1.0,0.0,0.0,0.0,0.25,0.3098630992604386,0.6910093944051022
20,4.142857142857143,2.5,1.8,0.0,0.98,5.0,1.0,4.0,0,1.0,5.0,0.0,73.0,0.0,1.0,0.0,0.0,0.0,0.25,0.3098630992604386,0.6910093944051022
20,2.4285714285714284,2.5,1.8,0.0,0.69,7.0,1.0,2.0,0,1.0,5.0,1.0,65.0,0.0,1.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,2.7142857142857144,2.5,1.8,0.0,0.91,7.0,1.0,3.0,0,1.0,5.0,1.0,71.0,1.0,0.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,2.857142857142857,2.5,1.8,0.0,0.61,8.0,1.0,3.0,0,1.0,5.0,1.0,65.0,0.0,1.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,2.4285714285714284,2.5,1.8,0.0,0.87,8.0,1.0,5.0,1,1.0,5.0,0.0,67.0,0.0,1.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,3.0,2.5,1.8,0.0,0.79,8.0,1.0,2.0,3,1.0,5.0,1.0,69.0,0.0,1.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,2.142857142857143,2.5,1.8,0.0,0.74,10.0,1.0,3.0,1,1.0,5.0,0.0,63.0,0.0,1.0,0.0,0.0,0.5,0.0,0.3098630992604386,0.6910093944051022
20,1.8571428571428572,2.5,1.8,0.0,0.94,6.0,1.0,2.0,3,1.0,5.0,1.0,68.0,0.0,1.0,0.0,0.0,0.5,0.25,0.3098630992604386,0.6910093944051022
20,3.4285714285714284,2.5,1.8,0.0,0.94,8.0,1.0,4.0,0,1.0,5.0,1.0,70.0,1.0,0.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,3.4285714285714284,2.5,1.8,0.0,0.61,8.0,1.0,4.0,0,1.0,5.0,1.0,64.0,1.0,0.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,2.142857142857143,2.5,1.8,0.0,0.84,10.0,1.0,2.0,0,1.0,5.0,0.0,64.0,0.0,1.0,0.0,1.0,0.0,0.125,0.3098630992604386,0.6910093944051022
20,3.5714285714285716,2.5,1.8,0.0,0.75,8.0,1.0,0.0,1,1.0,5.0,1.0,68.0,0.0,1.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,2.2857142857142856,2.5,1.8,0.0,0.77,8.0,1.0,2.0,1,1.0,5.0,1.0,65.0,1.0,0.0,0.0,0.0,0.5,0.0,0.3098630992604386,0.6910093944051022
20,3.142857142857143,2.5,1.8,0.0,0.93,8.0,1.0,1.0,0,1.0,5.0,0.0,70.0,1.0,0.0,0.0,0.0,0.5,0.0,0.3098630992604386,0.6910093944051022
20,3.5714285714285716,2.5,1.8,0.0,0.72,8.0,1.0,2.0,3,1.0,5.0,1.0,66.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3098630992604386,0.6910093944051022
20,2.857142857142857,2.5,1.8,0.0,0.98,9.0,1.0,2.0,0,1.0,5.0,1.0,70.0,1.0,0.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,3.2857142857142856,2.5,1.8,0.0,0.67,6.0,1.0,3.0,0,1.0,5.0,1.0,66.0,0.0,1.0,0.0,0.0,0.5,0.375,0.3098630992604386,0.6910093944051022
20,2.4285714285714284,2.5,1.8,0.0,0.87,6.0,1.0,2.0,3,1.0,5.0,0.0,69.0,0.0,1.0,0.0,0.0,0.5,0.25,0.3098630992604386,0.6910093944051022
20,2.7142857142857144,2.5,1.8,0.0,0.87,10.0,1.0,3.0,0,1.0,5.0,0.0,69.0,0.0,1.0,0.0,0.0,1.0,0.25,0.3098630992604386,0.6910093944051022
20,2.7142857142857144,2.5,1.8,0.0,0.7,4.0,1.0,3.0,1,1.0,5.0,0.0,64.0,1.0,0.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,2.2857142857142856,2.5,1.8,0.0,0.73,7.0,1.0,3.0,0,1.0,5.0,1.0,64.0,0.0,1.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,2.7142857142857144,2.5,1.8,0.0,0.93,7.0,1.0,3.0,0,1.0,5.0,1.0,69.0,1.0,0.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,1.5714285714285714,2.5,1.8,0.0,0.9,7.0,1.0,3.0,0,1.0,5.0,1.0,67.0,1.0,0.0,0.0,0.0,0.0,0.375,0.3098630992604386,0.6910093944051022
20,2.4285714285714284,2.5,1.8,0.0,0.73,9.0,1.0,3.0,1,1.0,5.0,1.0,63.0,1.0,0.0,0.0,1.0,1.0,0.25,0.3098630992604386,0.6910093944051022
20,2.5714285714285716,2.5,1.8,0.0,0.81,8.0,1.0,3.0,1,1.0,5.0,1.0,67.0,0.0,1.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,2.5714285714285716,2.5,1.8,0.0,0.62,6.0,1.0,1.0,1,1.0,5.0,0.0,65.0,0.0,1.0,0.0,0.0,0.5,0.375,0.3098630992604386,0.6910093944051022
20,2.7142857142857144,2.5,1.8,0.0,0.68,6.0,1.0,1.0,0,1.0,5.0,1.0,64.0,1.0,0.0,0.0,0.0,1.0,0.25,0.3098630992604386,0.6910093944051022
20,2.857142857142857,2.5,1.8,0.0,0.79,7.0,1.0,3.0,1,1.0,5.0,0.0,68.0,1.0,0.0,0.0,0.0,0.0,0.375,0.3098630992604386,0.6910093944051022
20,3.2857142857142856,2.5,1.8,0.0,0.63,9.0,1.0,3.0,0,1.0,5.0,1.0,64.0,1.0,0.0,0.0,0.0,0.5,0.0,0.3098630992604386,0.6910093944051022
20,3.5714285714285716,2.5,1.8,0.0,0.94,7.0,1.0,4.0,1,1.0,5.0,0.0,70.0,0.0,1.0,0.0,0.0,0.0,0.25,0.3098630992604386,0.6910093944051022
20,2.2857142857142856,2.5,1.8,0.0,0.89,7.0,1.0,4.0,3,1.0,5.0,1.0,70.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3098630992604386,0.6910093944051022
20,1.8571428571428572,2.5,1.8,0.0,0.98,6.0,1.0,3.0,1,1.0,5.0,1.0,67.0,1.0,0.0,0.0,0.0,0.0,0.125,0.3098630992604386,0.6910093944051022
20,2.0,2.5,1.8,0.0,0.88,8.0,1.0,3.0,1,1.0,5.0,1.0,69.0,0.0,1.0,0.0,0.0,1.0,0.25,0.3098630992604386,0.6910093944051022
20,2.4285714285714284,2.5,1.8,0.0,0.98,7.0,1.0,4.0,0,1.0,5.0,0.0,70.0,0.0,1.0,0.0,0.0,0.0,0.25,0.3098630992604386,0.6910093944051022
20,2.5714285714285716,2.5,1.8,0.0,0.82,6.0,1.0,3.0,1,1.0,5.0,0.0,69.0,0.0,1.0,0.0,0.0,0.0,0.625,0.3098630992604386,0.6910093944051022
20,2.142857142857143,2.5,1.8,0.0,0.84,9.0,1.0,3.0,1,1.0,5.0,1.0,65.0,0.0,1.0,0.0,0.0,0.0,0.125,0.3098630992604386,0.6910093944051022
20,1.7142857142857142,2.5,1.8,0.0,0.99,10.0,1.0,1.0,0,1.0,5.0,1.0,66.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3098630992604386,0.6910093944051022
20,2.4285714285714284,2.5,1.8,0.0,0.86,7.0,1.0,3.0,0,1.0,5.0,1.0,70.0,0.0,1.0,0.0,0.0,0.5,0.25,0.3098630992604386,0.6910093944051022
20,3.0,2.5,1.8,0.0,0.61,7.0,1.0,5.0,0,1.0,5.0,1.0,63.0,0.0,1.0,0.0,0.0,0.0,0.125,0.3098630992604386,0.6910093944051022
20,3.4285714285714284,2.5,1.8,0.0,0.89,5.0,1.0,3.0,0,1.0,5.0,0.0,69.0,1.0,0.0,0.0,0.0,1.0,0.375,0.3098630992604386,0.6910093944051022
20,2.4285714285714284,2.5,1.8,0.0,0.96,8.0,1.0,4.0,3,1.0,5.0,1.0,74.0,0.0,1.0,0.0,0.0,1.0,0.5,0.3098630992604386,0.6910093944051022
20,2.5714285714285716,2.5,1.8,0.0,0.92,8.0,1.0,3.0,0,1.0,5.0,1.0,70.0,0.0,1.0,0.0,0.0,1.0,0.25,0.3098630992604386,0.6910093944051022
20,2.0,2.5,1.8,0.0,0.83,7.0,1.0,3.0,0,1.0,5.0,0.0,66.0,1.0,0.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,2.857142857142857,2.5,1.8,0.0,0.87,6.0,1.0,3.0,3,1.0,5.0,1.0,68.0,0.0,1.0,0.0,1.0,1.0,0.0,0.3098630992604386,0.6910093944051022
20,2.142857142857143,2.5,1.8,0.0,1.0,10.0,1.0,5.0,0,1.0,5.0,0.0,67.0,0.0,1.0,0.0,0.0,0.0,0.25,0.3098630992604386,0.6910093944051022
20,3.2857142857142856,2.5,1.8,0.0,0.64,8.0,1.0,5.0,0,1.0,5.0,1.0,66.0,1.0,0.0,0.0,0.0,1.0,0.25,0.3098630992604386,0.6910093944051022
20,1.2857142857142858,2.5,1.8,0.0,0.87,6.0,1.0,3.0,1,1.0,5.0,0.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3098630992604386,0.6910093944051022
20,2.5714285714285716,2.5,1.8,0.0,0.71,8.0,1.0,2.0,1,1.0,5.0,1.0,66.0,0.0,1.0,0.0,0.0,1.0,0.375,0.3098630992604386,0.6910093944051022
20,3.142857142857143,2.5,1.8,0.0,0.86,7.0,1.0,4.0,0,1.0,5.0,1.0,69.0,0.0,1.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,3.0,2.5,1.8,0.0,0.84,7.0,1.0,4.0,0,1.0,5.0,0.0,67.0,1.0,0.0,0.0,0.0,0.5,0.25,0.3098630992604386,0.6910093944051022
20,5.142857142857143,2.5,1.8,0.0,0.66,8.0,1.0,3.0,1,1.0,5.0,1.0,69.0,0.0,1.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,3.142857142857143,2.5,1.8,0.0,0.68,4.0,1.0,3.0,3,1.0,5.0,0.0,66.0,1.0,0.0,0.0,0.0,0.5,0.25,0.3098630992604386,0.6910093944051022
20,2.0,2.5,1.8,0.0,0.85,4.0,1.0,1.0,0,1.0,5.0,0.0,64.0,1.0,0.0,0.0,1.0,0.0,0.25,0.3098630992604386,0.6910093944051022
20,2.7142857142857144,2.5,1.8,0.0,0.65,9.0,1.0,2.0,0,1.0,5.0,0.0,61.0,1.0,0.0,0.0,1.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,1.2857142857142858,2.5,1.8,0.0,0.71,7.0,1.0,2.0,0,1.0,5.0,1.0,61.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3098630992604386,0.6910093944051022
20,2.857142857142857,2.5,1.8,0.0,0.93,6.0,1.0,4.0,1,1.0,5.0,1.0,70.0,0.0,1.0,0.0,0.0,0.0,0.125,0.3098630992604386,0.6910093944051022
20,2.142857142857143,2.5,1.8,0.0,0.73,5.0,1.0,2.0,3,1.0,5.0,0.0,65.0,1.0,0.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,3.5714285714285716,2.5,1.8,0.0,0.8,7.0,1.0,3.0,1,1.0,5.0,0.0,67.0,0.0,1.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,2.4285714285714284,2.5,1.8,0.0,0.98,7.0,1.0,0.0,1,1.0,5.0,0.0,69.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3098630992604386,0.6910093944051022
20,2.7142857142857144,2.5,1.8,0.0,0.69,9.0,1.0,5.0,0,1.0,5.0,1.0,63.0,1.0,0.0,0.0,0.0,0.0,0.25,0.3098630992604386,0.6910093944051022
20,2.2857142857142856,2.5,1.8,0.0,0.76,8.0,1.0,4.0,0,1.0,5.0,0.0,66.0,0.0,1.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,4.285714285714286,2.5,1.8,0.0,0.84,7.0,1.0,2.0,0,1.0,5.0,1.0,73.0,0.0,1.0,0.0,0.0,1.0,0.375,0.3098630992604386,0.6910093944051022
20,2.5714285714285716,2.5,1.8,0.0,0.9,8.0,1.0,3.0,0,1.0,5.0,0.0,68.0,1.0,0.0,0.0,0.0,0.5,0.0,0.3098630992604386,0.6910093944051022
20,4.428571428571429,2.5,1.8,0.0,0.96,9.0,1.0,2.0,0,1.0,5.0,1.0,74.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3098630992604386,0.6910093944051022
20,3.5714285714285716,2.5,1.8,0.0,0.97,8.0,1.0,3.0,0,1.0,5.0,1.0,70.0,0.0,1.0,0.0,0.0,0.5,0.0,0.3098630992604386,0.6910093944051022
20,3.2857142857142856,2.5,1.8,0.0,0.91,8.0,1.0,2.0,0,1.0,5.0,1.0,68.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3098630992604386,0.6910093944051022
20,3.142857142857143,2.5,1.8,0.0,0.69,7.0,1.0,4.0,0,1.0,5.0,0.0,67.0,1.0,0.0,0.0,1.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,3.142857142857143,2.5,1.8,0.0,0.61,6.0,1.0,4.0,3,1.0,5.0,0.0,65.0,0.0,1.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,1.1428571428571428,2.5,1.8,0.0,0.75,5.0,1.0,4.0,0,1.0,5.0,0.0,66.0,0.0,1.0,0.0,0.0,1.0,0.625,0.3098630992604386,0.6910093944051022
20,2.5714285714285716,2.5,1.8,0.0,0.66,5.0,1.0,5.0,0,1.0,5.0,1.0,64.0,1.0,0.0,0.0,0.0,0.5,0.0,0.3098630992604386,0.6910093944051022
20,3.5714285714285716,2.5,1.8,0.0,0.88,8.0,1.0,4.0,0,1.0,5.0,1.0,72.0,1.0,0.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,2.857142857142857,2.5,1.8,0.0,0.86,8.0,1.0,2.0,1,1.0,5.0,1.0,70.0,0.0,1.0,0.0,0.0,0.5,0.25,0.3098630992604386,0.6910093944051022
20,1.7142857142857142,2.5,1.8,0.0,0.62,9.0,1.0,2.0,1,1.0,5.0,1.0,60.0,1.0,0.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,2.857142857142857,2.5,1.8,0.0,0.93,8.0,1.0,3.0,0,1.0,5.0,1.0,68.0,0.0,1.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,4.285714285714286,2.5,1.8,0.0,0.7,9.0,1.0,2.0,3,1.0,5.0,1.0,71.0,1.0,0.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,3.857142857142857,2.5,1.8,0.0,0.77,7.0,1.0,3.0,0,1.0,5.0,1.0,68.0,0.0,1.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,2.857142857142857,2.5,1.8,0.0,0.87,8.0,1.0,2.0,3,1.0,5.0,1.0,67.0,0.0,1.0,0.0,1.0,0.0,0.25,0.3098630992604386,0.6910093944051022
20,3.7142857142857144,2.5,1.8,0.0,0.77,5.0,1.0,5.0,0,1.0,5.0,1.0,70.0,1.0,0.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,2.5714285714285716,2.5,1.8,0.0,0.78,7.0,1.0,3.0,0,1.0,5.0,0.0,65.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3098630992604386,0.6910093944051022
20,1.4285714285714286,2.5,1.8,0.0,0.63,4.0,1.0,3.0,1,1.0,5.0,0.0,60.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3098630992604386,0.6910093944051022
20,2.0,2.5,1.8,0.0,0.76,7.0,1.0,4.0,1,1.0,5.0,0.0,65.0,0.0,1.0,0.0,0.0,1.0,0.25,0.3098630992604386,0.6910093944051022
20,4.142857142857143,2.5,1.8,0.0,0.91,9.0,1.0,4.0,0,1.0,5.0,0.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3098630992604386,0.6910093944051022
20,2.5714285714285716,2.5,1.8,0.0,0.97,7.0,1.0,4.0,3,1.0,5.0,1.0,69.0,0.0,1.0,0.0,0.0,0.5,0.5,0.3098630992604386,0.6910093944051022
20,2.7142857142857144,2.5,1.8,0.0,0.77,8.0,1.0,3.0,0,1.0,5.0,0.0,64.0,0.0,1.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,2.5714285714285716,2.5,1.8,0.0,0.77,7.0,1.0,3.0,0,1.0,5.0,0.0,67.0,0.0,1.0,0.0,1.0,1.0,0.25,0.3098630992604386,0.6910093944051022
20,4.428571428571429,2.5,1.8,0.0,0.88,6.0,1.0,3.0,3,1.0,5.0,1.0,73.0,0.0,1.0,0.0,0.0,0.0,0.25,0.3098630992604386,0.6910093944051022
20,4.285714285714286,2.5,1.8,0.0,0.98,7.0,1.0,3.0,1,1.0,5.0,0.0,74.0,0.0,1.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,4.714285714285714,2.5,1.8,0.0,0.71,9.0,1.0,4.0,0,1.0,5.0,1.0,67.0,0.0,1.0,0.0,1.0,1.0,0.0,0.3098630992604386,0.6910093944051022
20,2.7142857142857144,2.5,1.8,0.0,0.78,8.0,1.0,1.0,0,1.0,5.0,1.0,66.0,0.0,1.0,0.0,0.0,1.0,0.25,0.3098630992604386,0.6910093944051022
20,3.142857142857143,2.5,1.8,0.0,0.92,6.0,1.0,4.0,0,1.0,5.0,0.0,69.0,0.0,1.0,0.0,1.0,0.5,0.5,0.3098630992604386,0.6910093944051022
20,1.5714285714285714,2.5,1.8,0.0,0.84,5.0,1.0,3.0,0,1.0,5.0,0.0,64.0,1.0,0.0,0.0,0.0,0.0,0.125,0.3098630992604386,0.6910093944051022
20,4.142857142857143,2.5,1.8,0.0,0.64,7.0,1.0,2.0,3,1.0,5.0,1.0,69.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3098630992604386,0.6910093944051022
20,1.8571428571428572,2.5,1.8,0.0,0.85,6.0,1.0,3.0,0,1.0,5.0,1.0,66.0,1.0,0.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,3.0,2.5,1.8,0.0,0.67,7.0,1.0,2.0,0,1.0,5.0,1.0,65.0,0.0,1.0,0.0,1.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,1.8571428571428572,2.5,1.8,0.0,0.8,5.0,1.0,3.0,0,1.0,5.0,1.0,67.0,1.0,0.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,2.2857142857142856,2.5,1.8,0.0,0.81,9.0,1.0,3.0,3,1.0,5.0,0.0,67.0,0.0,1.0,0.0,0.0,0.0,0.375,0.3098630992604386,0.6910093944051022
20,2.142857142857143,2.5,1.8,0.0,0.95,7.0,1.0,3.0,0,1.0,5.0,0.0,68.0,1.0,0.0,0.0,0.0,0.5,0.0,0.3098630992604386,0.6910093944051022
20,2.2857142857142856,2.5,1.8,0.0,0.78,7.0,1.0,2.0,0,1.0,5.0,0.0,65.0,0.0,1.0,0.0,1.0,0.5,0.5,0.3098630992604386,0.6910093944051022
20,2.4285714285714284,2.5,1.8,0.0,0.71,6.0,1.0,3.0,3,1.0,5.0,1.0,66.0,0.0,1.0,0.0,1.0,1.0,0.5,0.3098630992604386,0.6910093944051022
20,2.4285714285714284,2.5,1.8,0.0,0.69,7.0,1.0,3.0,1,1.0,5.0,1.0,65.0,0.0,1.0,0.0,0.0,0.5,0.25,0.3098630992604386,0.6910093944051022
20,3.5714285714285716,2.5,1.8,0.0,0.95,7.0,1.0,3.0,3,1.0,5.0,1.0,71.0,0.0,1.0,0.0,0.0,0.5,0.0,0.3098630992604386,0.6910093944051022
20,1.8571428571428572,2.5,1.8,0.0,0.67,6.0,1.0,3.0,1,1.0,5.0,1.0,63.0,1.0,0.0,0.0,0.0,0.5,0.0,0.3098630992604386,0.6910093944051022
20,3.0,2.5,1.8,0.0,0.77,7.0,1.0,4.0,1,1.0,5.0,1.0,70.0,1.0,0.0,0.0,0.0,1.0,0.25,0.3098630992604386,0.6910093944051022
20,3.857142857142857,2.5,1.8,0.0,0.67,9.0,1.0,2.0,1,1.0,5.0,1.0,70.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3098630992604386,0.6910093944051022
20,2.4285714285714284,2.5,1.8,0.0,0.91,4.0,1.0,4.0,1,1.0,5.0,1.0,67.0,1.0,0.0,0.0,0.0,0.5,0.375,0.3098630992604386,0.6910093944051022
20,2.2857142857142856,2.5,1.8,0.0,0.79,7.0,1.0,2.0,0,1.0,5.0,1.0,68.0,0.0,1.0,0.0,0.0,1.0,0.25,0.3098630992604386,0.6910093944051022
20,2.7142857142857144,2.5,1.8,0.0,0.74,6.0,1.0,2.0,0,1.0,5.0,1.0,63.0,0.0,1.0,0.0,0.0,0.5,0.0,0.3098630992604386,0.6910093944051022
20,3.857142857142857,2.5,1.8,0.0,0.74,9.0,1.0,3.0,1,1.0,5.0,1.0,70.0,1.0,0.0,0.0,0.0,0.0,0.375,0.3098630992604386,0.6910093944051022
20,3.0,2.5,1.8,0.0,0.94,7.0,1.0,2.0,3,1.0,5.0,0.0,69.0,0.0,1.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,2.4285714285714284,2.5,1.8,0.0,0.82,5.0,1.0,3.0,0,1.0,5.0,1.0,66.0,1.0,0.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,3.2857142857142856,2.5,1.8,0.0,0.89,7.0,1.0,2.0,3,1.0,5.0,0.0,70.0,0.0,1.0,0.0,0.0,0.5,0.25,0.3098630992604386,0.6910093944051022
20,1.8571428571428572,2.5,1.8,0.0,0.96,8.0,1.0,3.0,0,1.0,5.0,0.0,68.0,0.0,1.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,3.4285714285714284,2.5,1.8,0.0,0.96,10.0,1.0,4.0,0,1.0,5.0,0.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3098630992604386,0.6910093944051022
20,3.142857142857143,2.5,1.8,0.0,0.73,4.0,1.0,4.0,3,1.0,5.0,1.0,67.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3098630992604386,0.6910093944051022
20,2.5714285714285716,2.5,1.8,0.0,0.98,5.0,1.0,0.0,3,1.0,5.0,1.0,69.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3098630992604386,0.6910093944051022
20,2.142857142857143,2.5,1.8,0.0,0.61,9.0,1.0,2.0,3,1.0,5.0,1.0,64.0,0.0,1.0,0.0,0.0,1.0,0.25,0.3098630992604386,0.6910093944051022
20,2.142857142857143,2.5,1.8,0.0,0.75,5.0,1.0,3.0,0,1.0,5.0,0.0,62.0,1.0,0.0,0.0,1.0,0.0,0.125,0.3098630992604386,0.6910093944051022
20,3.2857142857142856,2.5,1.8,0.0,0.96,7.0,1.0,2.0,3,1.0,5.0,0.0,71.0,0.0,1.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,3.857142857142857,2.5,1.8,0.0,0.71,6.0,1.0,4.0,0,1.0,5.0,1.0,69.0,0.0,1.0,0.0,0.0,0.5,0.25,0.3098630992604386,0.6910093944051022
20,2.2857142857142856,2.5,1.8,0.0,0.71,6.0,1.0,1.0,0,1.0,5.0,1.0,62.0,0.0,1.0,0.0,0.0,0.5,0.0,0.3098630992604386,0.6910093944051022
20,3.2857142857142856,2.5,1.8,0.0,0.72,7.0,1.0,4.0,0,1.0,5.0,1.0,66.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3098630992604386,0.6910093944051022
20,1.0,2.5,1.8,0.0,0.84,7.0,1.0,4.0,0,1.0,5.0,1.0,64.0,0.0,1.0,0.0,1.0,0.0,0.375,0.3098630992604386,0.6910093944051022
20,2.2857142857142856,2.5,1.8,0.0,0.78,9.0,1.0,3.0,3,1.0,5.0,0.0,66.0,0.0,1.0,0.0,0.0,0.0,0.375,0.3098630992604386,0.6910093944051022
20,2.857142857142857,2.5,1.8,0.0,0.89,9.0,1.0,3.0,1,1.0,5.0,1.0,72.0,1.0,0.0,0.0,0.0,0.5,0.25,0.3098630992604386,0.6910093944051022
20,2.142857142857143,2.5,1.8,0.0,0.96,8.0,1.0,3.0,1,1.0,5.0,1.0,71.0,1.0,0.0,0.0,0.0,0.0,0.375,0.3098630992604386,0.6910093944051022
20,2.0,2.5,1.8,0.0,0.87,7.0,1.0,3.0,0,1.0,5.0,1.0,65.0,0.0,1.0,0.0,0.0,0.5,0.0,0.3098630992604386,0.6910093944051022
20,2.2857142857142856,2.5,1.8,0.0,0.68,7.0,1.0,2.0,1,1.0,5.0,1.0,65.0,1.0,0.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,3.142857142857143,2.5,1.8,0.0,0.97,8.0,1.0,3.0,0,1.0,5.0,1.0,70.0,0.0,1.0,0.0,0.0,0.0,0.125,0.3098630992604386,0.6910093944051022
